,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0,-0.16706609838976993,1.660667881153723,-1.014825907734441,1.3953943095652266,-0.9403720876290554,0.13038120603788228,-0.6023318535828621,0.9214083978105813,1.585651841217904,2.4332262679364085,0
1,2.795158103500944,-1.8384665539869778,0.3382254736851153,-1.6829479813096668,-3.4394329751961914,3.6996510683786332,0.651781261700616,0.0014710002454108063,-3.6904363321246842,0.053028508375566816,2
2,1.0505320129694193,0.27328591647357836,-1.1884244215830193,1.7371246373024183,-1.7001973510688766,2.088935604897672,-0.603839552796151,-1.1495540632571182,0.6329902064727185,2.1604918055646003,2
3,-3.5863566705723215,-1.795365165914752,-0.2934850548893775,3.574591587757064,3.2164696731088567,-1.6139069438824118,0.917221542115856,-0.05704286766218815,4.311233108202578,0.2556343353328757,2
4,-1.0308271023515572,-0.5186937408122707,-0.9933613754231354,0.46470520632683987,-0.1771634827539944,-0.0009030498014651611,2.042072149826954,0.03811800017940036,0.7068513401173728,0.8374328996473854,3
5,-1.437422583586638,0.5887637749277932,-0.5789181399432078,-0.35593555653780085,-3.5057875839476194,-0.6241151640503508,-1.6923704374741084,0.7293463462804262,0.6646665376943556,3.661393356660392,3
6,-0.20199780929648936,-0.7429623739122018,-0.3265609776792077,1.2886017425514071,2.331110436232496,-1.4607319557190463,-0.008209882269614045,-0.522619416398478,1.2196301772839773,-2.0501847684744923,1
7,2.5026586991007567,-1.9248572214989326,-0.5946497697204054,-0.2332418209262761,-0.12856657096633928,-0.5285031336689705,-0.2559576692142683,-0.3480463796426194,-1.5992659785381755,-3.3270697117055916,1
8,-0.23476941036982457,-0.021630201861881027,0.6164593126261553,-1.3256004104874468,-0.9865187869294179,0.8284559886471933,0.5365965205668235,0.4046954556143003,-1.1356902647107912,0.6844238624366376,0
9,0.9051286994114226,-0.5224839013876158,0.5023282400747796,1.8616313167375895,0.8012076659147637,-1.2535969209834201,-0.8622669997532367,0.16066118981977281,1.250517998722945,-1.3468486100769355,1
10,-0.5780225039012901,-1.0428972080789016,1.1277836301278024,1.7839963629901598,0.27500127604508884,-0.13608137526795427,0.8811310970996323,1.0329891945199456,1.4859735416091884,0.33540337057052655,3
11,1.3245997266346645,-0.13205165895978066,-0.18375573024999226,3.207449942404409,0.7323064128765404,1.1466535243932072,0.8246182196384677,-1.3128496745497917,1.7650148264498433,0.14399547603464447,3
12,-0.7945430408068701,-1.6501280062985595,1.0983035407325124,0.3753909625078703,-1.0130662105268116,1.1403795698041745,-0.13783917859609385,0.025385604406458987,0.05364920700177401,1.0333683501757185,2
13,-1.4509532502420814,-0.45104229148391095,0.442846113746739,0.4655689017559915,-1.520659218023473,-0.3080328282918552,0.21839707312993703,-0.34419645646738123,0.9948805019795469,2.074217422105612,3
14,-3.1250833674352108,-2.1910453000569627,-0.8391241905992737,0.2842600475624911,-1.4048372675812821,-2.8486709771050323,-1.0117740841054885,0.08496813703770767,1.686978483952274,1.1825268251470407,3
15,1.587011172202598,-2.310104874497201,-0.6958351193495473,-0.9347500024361901,0.23549066187875556,-1.0433337980484012,0.24676602397997058,1.5259575608848084,-1.7679055720930985,-3.5991639561897735,1
16,-2.5508111507319065,-1.4059532258441765,0.018922103882194737,-0.34289236622465236,-3.057508461993734,-1.8832386707957354,-0.08203415314548415,-0.9571580982754103,0.9445283894164738,2.536824580062372,3
17,0.15983879179103078,0.5624328687395979,0.45730964672081126,3.454244172279979,0.5342372402071789,-0.6641381048728323,0.9623417448143452,0.7708369604049367,3.004637853600611,0.9816165035452674,1
18,0.4298306480557379,1.1645345612890974,1.123905305614439,2.0385477755095964,-2.1028824584769734,1.657492934598232,-0.17346389707287913,-0.5100295397556169,1.448586754347985,3.4197590969125358,0
19,-0.5170324875239442,0.9519128897639092,-0.14527445720476923,0.3168470684005067,0.11081266667202505,1.2608456700342021,-0.7564935288807483,0.3015140573967662,0.4384056131875323,1.5326534510311391,0
20,-0.028798975342481326,0.39074713359181923,-0.17220079269688263,0.09318959660824777,-0.5131029269499381,2.76859000828958,0.7303517903770194,1.1045784735714765,-0.3811666578240657,1.8001312011438202,0
21,-0.6367394798983708,0.3180297833373916,-0.16975829390248548,0.04149722766137698,-1.3093639364412595,0.779509478082458,-0.1341327827684201,1.2213849594591983,0.2475745095864702,1.990886291972316,0
22,-1.863672531220924,-2.5993774706110635,-1.6384236257417921,1.445168860233559,-1.0162933133968548,-1.7620939301997154,-1.7763886163465759,0.2155530537886848,1.7653857926228171,0.5879484757616856,3
23,-0.24278199912442489,-2.6828475643011416,-0.7401367907395136,-1.0537143356469714,0.3388456697590514,0.6581366230822321,-0.5654978063746563,0.4760313834381145,-1.516251819150036,-1.7982845524476458,2
24,0.3852889462316349,0.6483106437908854,1.3925184494342724,1.2049446405554132,-1.5193409538504512,2.342479486419045,1.037585667050634,0.018791791774257802,0.5155550513222624,2.6546895999979903,0
25,3.5238319855154767,-2.590672625444305,0.20727074697361864,-1.4896093450647814,1.3659968718549773,0.014389759473735886,0.307732574679432,0.15925046837370244,-3.3597048924305755,-5.929650317087629,1
